words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
cloak,0.1519526303659079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyramid,0.151730410184433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recorder,0.15159924374526912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butter,0.15117203014942807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raft,0.15086501986790618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encyclopaedia,0.15019441144725648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shovel,0.14993480984701568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glue,0.1498451674865616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanner,0.14896002271149897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plum,0.1488054641620536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cricket,0.1486183312044051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valium,0.1482179523302094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffee,0.14787610828000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umbrella,0.14777034038735176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cider,0.14385818081033475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hose,0.1435098724577061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yacht,0.14339756503013834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grater,0.14117564699785165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin,0.1402186623826609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoe,0.14010363742285678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badge,0.13995201574006133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring,0.1397859845375669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cart,0.13945614147793026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,0.13901868891032515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newspaper,0.13890829852533793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nail_polish,0.13844871399301623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goggles,0.1378213080252921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box,0.13723199769446293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bomb,0.13653817072213345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspirin,0.13559685357786827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
van,0.13537559093462564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
razor,0.13505611004622087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saw,0.1339337771586817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microscope,0.13342692867173203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeans,0.13329415932674485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blender,0.1327183194900258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tent,0.13267065080574594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heart,0.13251603415810218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pamphlet,0.13200637841286517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whip,0.13129732516396303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelchair,0.1296111342157287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flour,0.12960277329947056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxi,0.12875073599270162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
throne,0.12869328200232047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigarette,0.1283123351675133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
champagne,0.12568750976662635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolts,0.12545040163283974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatchet,0.12327713247458967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textbook,0.12260491766080577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibuprofen,0.12243736976359235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suit,0.12034030917853464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clock,0.11864647438092923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk,0.11842329447325875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buckle,0.11835496733533216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ship,0.11566565600431872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
football,0.11539753557920347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheel,0.11413281643977333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shield,0.11412033635625293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screw,0.11136195687136977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drill,0.11114833501759765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codeine,0.11076602711326716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microwave,0.11007830740196786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
veil,0.10916999160126194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladder,0.108539344091559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nail,0.10798195882498782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mop,0.10778392051116065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugar,0.10598816928316301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chain,0.10592397487818776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambulance,0.10587142516978046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rake,0.10555960532452692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dishwasher,0.1045693421621162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
button,0.10428667939263164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
projector,0.10294567824507576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watch,0.09993663457963951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco,0.0972535372468446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caravan,0.09354163718681398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gate,0.09349117395381133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whisk,0.0926785041453475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limousine,0.09244091219775673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rose,0.09222875621682139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radio,0.09137102539158762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train,0.09066149789093988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ferry,0.09040513337584041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
envelope,0.09031481928289749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
table,0.08241225074753926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair,0.07986778169483284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,0.0781565809385971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anchor,0.07764861110339648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belt,0.07694268034534724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bus,0.07480373489699826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coach,0.07345549315123542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
club,0.07329055649208566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clamp,0.06673453315194813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cushion,0.06387770354844992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telephone,0.06041777498669622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
television,0.048071227620899964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bench,0.04207118621976756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dates,0.008105251566302102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
key,-0.024428243351028597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
