words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
stick,0.2543945012049491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoghurt,0.2532664679992634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoes,0.2530113490620269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trumpet,0.2527630415640066,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
table,0.25194946385158956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,0.2517611824519005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair,0.2517479687192189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mittens,0.25135111741374555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
currant,0.2509778359874679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hook,0.2509324938252836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffee,0.25049368232910435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruler,0.2499709626688996,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
skirt,0.248585466368565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bracelet,0.24738823482638406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cherry,0.2469141035295586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screw,0.24543519388878635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swimsuit,0.2453434945563781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canary,0.24532090882202265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumb,0.2448095139343651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comb,0.24223591546163759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box,0.24167302840909316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,0.24046800323518341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lipstick,0.23994147780835418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigarette,0.2379255245668963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemonade,0.23692230008702497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butter,0.23546570024710056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toe,0.23531590180442435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink,0.23505811817412267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tea,0.23482702098232852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloves,0.2338411243898322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goggles,0.23348322342523298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
throne,0.2325168262166315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swing,0.23249671303560923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greeting_card,0.22988117550331152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfume,0.22528451107961195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
champagne,0.2249425689536116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microwave,0.22471780908693403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badge,0.22373955328007866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poppy,0.2235775223214375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valium,0.2235303851018171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sugar,0.2235039085743696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatchet,0.2233885515876912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeans,0.2232021796014883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rattle,0.2231796460440873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin,0.22172597831045857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encyclopaedia,0.21932517213400848,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
bomb,0.21850149649390038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finger,0.2184163527596744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buckle,0.2151274151542014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gate,0.21475894475543045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rake,0.2119626029008533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloak,0.21024348168069962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clock,0.2096730574990839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umbrella,0.20921895463529927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nail_polish,0.2091420626689785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glue,0.20873235146835734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flip_flops,0.20775738141503006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye,0.20595544737894259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
button,0.20563435677505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cap,0.20379189281991147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heart,0.20359114234045958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
football,0.20166168715907223,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
shield,0.20029962610968433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
envelope,0.20028772970375944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bench,0.19951426109059137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
belt,0.19940953423670083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plum,0.19758206990238897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whisk,0.1934992650103161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
veil,0.19070851066902916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco,0.18938324547029695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recorder,0.18896338509136784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microscope,0.1865498082770408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nail,0.18573510949466923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whip,0.18545696046932758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mop,0.18447893238480015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
newspaper,0.18318171795306276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspirin,0.17796818241140264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cricket,0.17331655594957474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drill,0.1731398396179349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pamphlet,0.16756114656523236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
club,0.16439336400807616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textbook,0.16416822991018065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
coach,0.16353115226950704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chain,0.15738848425441146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codeine,0.15723947667076227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clamp,0.15667465660949947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cushion,0.15621951549499416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibuprofen,0.15578553919728605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suit,0.1530801429571327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saw,0.15084606809858875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anchor,0.14845245137292756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watch,0.14307695103003043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,0.14131418101072377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
television,0.13420435411549425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telephone,0.1283090198522439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radio,0.12700181785034192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rose,0.12407100573994116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dates,0.06696250635555683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
key,-0.002605771563455178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
