words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
nail,0.21580344214658792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basin,0.21439100786326026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat,0.21374188611339273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bagpipes,0.21330559102528102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppet,0.2132312608972632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0.2118495360954747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck,0.21131777976221294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foot,0.20995781468068017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannon,0.2098952130368011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye,0.20984432578790957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink,0.20859471290965337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellows,0.20701257990397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cradle,0.20569324676591338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gong,0.20564397285017863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
van,0.20534227825086054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheel,0.20476161235588375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,0.2044306561486036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin,0.20403185844071114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pistol,0.20338316323977285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mop,0.20183228435621103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heart,0.20073271235601176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whistle,0.20064480991013434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0.20035540741439922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catapault,0.19763723278157957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suit,0.19692446160055826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring,0.1957289874176326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trumpet,0.1946898071512022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bullet,0.1939677632958317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxi,0.19394323267838282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolts,0.1925959048750244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grenade,0.19082087596250608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0.19017269068662604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket,0.188677093827175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelchair,0.1883412860270347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tank,0.1880545970531935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruler,0.18798156721671394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cap,0.18797461184525563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hammer,0.1872713955337707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hook,0.18689840950359732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limousine,0.1868375756110655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun,0.18465179713404895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
throne,0.18219230238803655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codeine,0.18069219622302643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yacht,0.18056394264617448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organ,0.17917633807900268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bench,0.17883593651015245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cricket,0.17769185116955805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rifle,0.17767577467911308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rattle,0.17732936856841405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fence,0.17692567741686305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,0.1763998404228373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pamphlet,0.17557743192523534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speedboat,0.1747904177265343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clock,0.17228108451569546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badge,0.1719566476385987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolver,0.17193105989751425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buckle,0.1703620260506534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encyclopaedia,0.16849457218067682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shield,0.16844569140892177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raft,0.16823686767948498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hawk,0.16790422920187792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatchet,0.16728731485637177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drum,0.16636134915015402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submarine,0.16519004721137776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladder,0.1637006180631108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gun,0.16350546047941591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bus,0.15937690291211568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caravan,0.159006970624707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swing,0.15860831945471418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
football,0.15529628398527737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microscope,0.15273391726069646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barge,0.15194735267385717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tugboat,0.1514651100878276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ship,0.15045691993874447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helicopter,0.14952830012425672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textbook,0.14867934177052833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saw,0.1465697980834525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
television,0.14364195492939796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rose,0.140514337750736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bomb,0.13961748959301973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watch,0.13548614661520353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ferry,0.13268437792050147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambulance,0.12971960802494778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newspaper,0.12631736008120248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motorcycle,0.11964732892735395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chain,0.11602712848656856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recorder,0.11490636730324166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gate,0.11381587329622844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telephone,0.11140728765845916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anchor,0.1096554443627695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train,0.09844270908907457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radio,0.0965592155814003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
club,0.09518602025975284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clamp,0.09496466482025397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drill,0.09332299654088569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridge,0.0931097034746873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coach,0.09100511488198977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dates,0.06890020917365353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
key,0.04132295305816738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
